ratio_percent;simu;scenario;variable
-96.8551350572977;simu4;scesizespectrastopifchok;seffort
-97.3297372711344;simu5;scesizespectrastopifchok;seffort
-97.9220954317445;simu6;scesizespectrastopifchok;seffort
-96.6336022287083;simu7;scesizespectrastopifchok;seffort
-97.290368908497;simu8;scesizespectrastopifchok;seffort
-96.9647090606028;simu9;scesizespectrastopifchok;seffort
-96.9061220293913;simu10;scesizespectrastopifchok;seffort
-96.5399091020004;simu1;sceavchokpszpctrastopifchok;seffort
-96.6322241056264;simu2;sceavchokpszpctrastopifchok;seffort
-97.653274517781;simu3;sceavchokpszpctrastopifchok;seffort
-97.8925096849727;simu4;sceavchokpszpctrastopifchok;seffort
-97.3957472268802;simu5;sceavchokpszpctrastopifchok;seffort
-96.7370434233908;simu6;sceavchokpszpctrastopifchok;seffort
-95.847635869607;simu7;sceavchokpszpctrastopifchok;seffort
-97.8095775086698;simu8;sceavchokpszpctrastopifchok;seffort
-96.6876759633189;simu9;sceavchokpszpctrastopifchok;seffort
-97.8496199079214;simu10;sceavchokpszpctrastopifchok;seffort
0.0888030874835977;simu1;sceavhtariffspszpctratariffs;seffort
-0.0618296135674825;simu2;sceavhtariffspszpctratariffs;seffort
0.413983110146063;simu3;sceavhtariffspszpctratariffs;seffort
0.227105912124287;simu4;sceavhtariffspszpctratariffs;seffort
0.175627214379872;simu5;sceavhtariffspszpctratariffs;seffort
0.0228072294639929;simu6;sceavhtariffspszpctratariffs;seffort
0.156150445329644;simu7;sceavhtariffspszpctratariffs;seffort
-0.0906825824363438;simu8;sceavhtariffspszpctratariffs;seffort
-0.01075823530104;simu9;sceavhtariffspszpctratariffs;seffort
-0.0483941393570149;simu10;sceavhtariffspszpctratariffs;seffort
-2.98839391320365;simu1;scetrgthtariffspszpctratariffs;seffort
-2.9930928757293;simu2;scetrgthtariffspszpctratariffs;seffort
-2.77020361782711;simu3;scetrgthtariffspszpctratariffs;seffort
-3.21802474671318;simu4;scetrgthtariffspszpctratariffs;seffort
-3.06351571386078;simu5;scetrgthtariffspszpctratariffs;seffort
-2.92505712073185;simu6;scetrgthtariffspszpctratariffs;seffort
-2.816229867679;simu7;scetrgthtariffspszpctratariffs;seffort
-3.06445295719334;simu8;scetrgthtariffspszpctratariffs;seffort
-2.96602839593515;simu9;scetrgthtariffspszpctratariffs;seffort
-3.23566221163949;simu10;scetrgthtariffspszpctratariffs;seffort
0.436872914699492;simu1;sceannualcodclosure;seffort
0.453314714440594;simu2;sceannualcodclosure;seffort
0.755769810472458;simu3;sceannualcodclosure;seffort
0.373050166673991;simu4;sceannualcodclosure;seffort
0.62628164909539;simu5;sceannualcodclosure;seffort
0.475581207937935;simu6;sceannualcodclosure;seffort
0.421678003558256;simu7;sceannualcodclosure;seffort
0.490512661485127;simu8;sceannualcodclosure;seffort
0.397644868603521;simu9;sceannualcodclosure;seffort
0.533291803853132;simu10;sceannualcodclosure;seffort
0.845825058772022;simu1;scequartercodclosure;seffort
0.912520402833337;simu2;scequartercodclosure;seffort
0.989740924380939;simu3;scequartercodclosure;seffort
0.65292736466715;simu4;scequartercodclosure;seffort
0.841939272209856;simu5;scequartercodclosure;seffort
1.02001184675595;simu6;scequartercodclosure;seffort
0.931585966427491;simu7;scequartercodclosure;seffort
0.817219339627883;simu8;scequartercodclosure;seffort
1.00510947870545;simu9;scequartercodclosure;seffort
0.951711562732811;simu10;scequartercodclosure;seffort
-0.316537753850781;simu1;scebaseline;propfeffort
-0.522387930419498;simu2;scebaseline;propfeffort
-0.615082121951801;simu3;scebaseline;propfeffort
-0.414791305829823;simu4;scebaseline;propfeffort
-0.472534139493106;simu5;scebaseline;propfeffort
-1.08497196187322;simu6;scebaseline;propfeffort
-0.938325035938774;simu7;scebaseline;propfeffort
-0.596771284962287;simu8;scebaseline;propfeffort
-0.414430784115083;simu9;scebaseline;propfeffort
-0.366855830411325;simu10;scebaseline;propfeffort
-0.212008721323073;simu1;sceavchokpszpectra;propfeffort
0.152166312757544;simu2;sceavchokpszpectra;propfeffort
-0.260757216820579;simu3;sceavchokpszpectra;propfeffort
0.264775217180357;simu4;sceavchokpszpectra;propfeffort
-0.00174889029749181;simu5;sceavchokpszpectra;propfeffort
-0.446551142386312;simu6;sceavchokpszpectra;propfeffort
-0.771840863833518;simu7;sceavchokpszpectra;propfeffort
-0.178919673450849;simu8;sceavchokpszpectra;propfeffort
0.326032240710731;simu9;sceavchokpszpectra;propfeffort
-0.140107693708373;simu10;sceavchokpszpectra;propfeffort
-8.63420887225438;simu1;scesizespectrastopifchok;propfeffort
-7.52563472990467;simu2;scesizespectrastopifchok;propfeffort
-8.86617155746774;simu3;scesizespectrastopifchok;propfeffort
-6.63895025022379;simu4;scesizespectrastopifchok;propfeffort
-7.83734258683269;simu5;scesizespectrastopifchok;propfeffort
-5.34855504924299;simu6;scesizespectrastopifchok;propfeffort
-8.51125919377822;simu7;scesizespectrastopifchok;propfeffort
-6.50831568068847;simu8;scesizespectrastopifchok;propfeffort
-7.454944567293;simu9;scesizespectrastopifchok;propfeffort
-7.63895430195808;simu10;scesizespectrastopifchok;propfeffort
-7.6157771194398;simu1;sceavchokpszpctrastopifchok;propfeffort
-6.22110860750495;simu2;sceavchokpszpctrastopifchok;propfeffort
-7.08265730435517;simu3;sceavchokpszpctrastopifchok;propfeffort
-7.06740749278418;simu4;sceavchokpszpctrastopifchok;propfeffort
-7.10125926224082;simu5;sceavchokpszpctrastopifchok;propfeffort
-6.33931929888071;simu6;sceavchokpszpctrastopifchok;propfeffort
-8.02079341460424;simu7;sceavchokpszpctrastopifchok;propfeffort
-8.93787985341287;simu8;sceavchokpszpctrastopifchok;propfeffort
-6.53706748948473;simu9;sceavchokpszpctrastopifchok;propfeffort
-6.16691539775995;simu10;sceavchokpszpctrastopifchok;propfeffort
1.6075732670452;simu1;sceavhtariffspszpctratariffs;propfeffort
1.90640979664076;simu2;sceavhtariffspszpctratariffs;propfeffort
1.79165751097901;simu3;sceavhtariffspszpctratariffs;propfeffort
2.13428059998209;simu4;sceavhtariffspszpctratariffs;propfeffort
2.24336877232511;simu5;sceavhtariffspszpctratariffs;propfeffort
1.92784036522298;simu6;sceavhtariffspszpctratariffs;propfeffort
1.18594339655746;simu7;sceavhtariffspszpctratariffs;propfeffort
1.79846431269482;simu8;sceavhtariffspszpctratariffs;propfeffort
2.19333999898774;simu9;sceavhtariffspszpctratariffs;propfeffort
2.82812009243732;simu10;sceavhtariffspszpctratariffs;propfeffort
3.86849202862129;simu1;scetrgthtariffspszpctratariffs;propfeffort
3.74400771476284;simu2;scetrgthtariffspszpctratariffs;propfeffort
3.64218597355202;simu3;scetrgthtariffspszpctratariffs;propfeffort
4.25056386376721;simu4;scetrgthtariffspszpctratariffs;propfeffort
4.14453370894662;simu5;scetrgthtariffspszpctratariffs;propfeffort
3.35161754297974;simu6;scetrgthtariffspszpctratariffs;propfeffort
1.7788264768829;simu7;scetrgthtariffspszpctratariffs;propfeffort
3.23040238107401;simu8;scetrgthtariffspszpctratariffs;propfeffort
3.04913538882126;simu9;scetrgthtariffspszpctratariffs;propfeffort
4.12048709660382;simu10;scetrgthtariffspszpctratariffs;propfeffort
0.758329644321407;simu1;sceannualcodclosure;propfeffort
0.118334335801421;simu2;sceannualcodclosure;propfeffort
0.291183860250584;simu3;sceannualcodclosure;propfeffort
0.379016911347946;simu4;sceannualcodclosure;propfeffort
-0.0751352465056385;simu5;sceannualcodclosure;propfeffort
-0.0126246288105563;simu6;sceannualcodclosure;propfeffort
-0.480770411837355;simu7;sceannualcodclosure;propfeffort
0.0914045955688465;simu8;sceannualcodclosure;propfeffort
-0.103485931658994;simu9;sceannualcodclosure;propfeffort
0.061234438346446;simu10;sceannualcodclosure;propfeffort
-0.286597920913536;simu1;scequartercodclosure;propfeffort
-1.29900308154444;simu2;scequartercodclosure;propfeffort
-1.15532308551708;simu3;scequartercodclosure;propfeffort
-0.645215718134722;simu4;scequartercodclosure;propfeffort
-1.57555943791036;simu5;scequartercodclosure;propfeffort
-2.44181800594431;simu6;scequartercodclosure;propfeffort
-2.0741576560924;simu7;scequartercodclosure;propfeffort
-1.79465710829032;simu8;scequartercodclosure;propfeffort
-1.99369722731205;simu9;scequartercodclosure;propfeffort
-1.01341745125568;simu10;scequartercodclosure;propfeffort
-0.0412134095419816;simu1;scebaseline;nbtrip
0.217524559661953;simu2;scebaseline;nbtrip
0.325644504748993;simu3;scebaseline;nbtrip
0.190985692350253;simu4;scebaseline;nbtrip
0.371741150767122;simu5;scebaseline;nbtrip
0.351670571097799;simu6;scebaseline;nbtrip
-0.0135480060044699;simu7;scebaseline;nbtrip
-0.162523227277902;simu8;scebaseline;nbtrip
0.125773888906949;simu9;scebaseline;nbtrip
0.0612871383787592;simu10;scebaseline;nbtrip
0.00867650727198566;simu1;sceavchokpszpectra;nbtrip
0.045566241924206;simu2;sceavchokpszpectra;nbtrip
-0.0933514246947027;simu3;sceavchokpszpectra;nbtrip
-0.0954928461751336;simu4;sceavchokpszpectra;nbtrip
0.0195653237245779;simu5;sceavchokpszpectra;nbtrip
0.149473581223944;simu6;sceavchokpszpectra;nbtrip
-0.133854299324227;simu7;sceavchokpszpectra;nbtrip
-0.0173358109096426;simu8;sceavchokpszpectra;nbtrip
-0.0124689631244053;simu9;sceavchokpszpectra;nbtrip
0.116608272136602;simu10;sceavchokpszpectra;nbtrip
-97.5684088370227;simu1;scesizespectrastopifchok;nbtrip
-97.0924398010274;simu2;scesizespectrastopifchok;nbtrip
-97.427408412483;simu3;scesizespectrastopifchok;nbtrip
-96.7961064962264;simu4;scesizespectrastopifchok;nbtrip
-97.2863982956429;simu5;scesizespectrastopifchok;nbtrip
-97.8704091227803;simu6;scesizespectrastopifchok;nbtrip
-96.6357591489685;simu7;scesizespectrastopifchok;nbtrip
-97.250106994458;simu8;scesizespectrastopifchok;nbtrip
-96.9418512615338;simu9;scesizespectrastopifchok;nbtrip
-96.8759830348523;simu10;scesizespectrastopifchok;nbtrip
-96.5180091754064;simu1;sceavchokpszpctrastopifchok;nbtrip
-96.5640883768111;simu2;sceavchokpszpctrastopifchok;nbtrip
-97.6217096336499;simu3;sceavchokpszpctrastopifchok;nbtrip
-97.8926465082715;simu4;sceavchokpszpctrastopifchok;nbtrip
-97.381507508193;simu5;sceavchokpszpctrastopifchok;nbtrip
-96.6409209746765;simu6;sceavchokpszpctrastopifchok;nbtrip
-95.7974085374115;simu7;sceavchokpszpctrastopifchok;nbtrip
-97.8238139867489;simu8;sceavchokpszpctrastopifchok;nbtrip
-96.619284606794;simu9;sceavchokpszpctrastopifchok;nbtrip
-97.8175270368482;simu10;sceavchokpszpctrastopifchok;nbtrip
-0.304220036224422;simu1;sceavhtariffspszpctratariffs;nbtrip
0.245189777973053;simu2;sceavhtariffspszpctratariffs;nbtrip
-0.0526458616010927;simu3;sceavhtariffspszpctratariffs;nbtrip
-0.124791787615237;simu4;sceavhtariffspszpctratariffs;nbtrip
0.210870711253875;simu5;sceavhtariffspszpctratariffs;nbtrip
0.326124177215874;simu6;sceavhtariffspszpctratariffs;nbtrip
-0.00487728216160122;simu7;sceavhtariffspszpctratariffs;nbtrip
0.140853463640852;simu8;sceavhtariffspszpctratariffs;nbtrip
-0.123605373580986;simu9;sceavhtariffspszpctratariffs;nbtrip
0.143184110902595;simu10;sceavhtariffspszpctratariffs;nbtrip
3.41203648471308;simu1;scetrgthtariffspszpctratariffs;nbtrip
3.15274997694566;simu2;scetrgthtariffspszpctratariffs;nbtrip
4.31533242876527;simu3;scetrgthtariffspszpctratariffs;nbtrip
3.77250999690733;simu4;scetrgthtariffspszpctratariffs;nbtrip
5.16415850086143;simu5;scetrgthtariffspszpctratariffs;nbtrip
5.11797542110783;simu6;scetrgthtariffspszpctratariffs;nbtrip
3.18323949081174;simu7;scetrgthtariffspszpctratariffs;nbtrip
3.09931794418952;simu8;scetrgthtariffspszpctratariffs;nbtrip
3.46311897559335;simu9;scetrgthtariffspszpctratariffs;nbtrip
3.44889303496079;simu10;scetrgthtariffspszpctratariffs;nbtrip
-0.971768814463729;simu1;sceannualcodclosure;nbtrip
-0.588563958187549;simu2;sceannualcodclosure;nbtrip
-0.689280868385339;simu3;sceannualcodclosure;nbtrip
-0.957098753709843;simu4;sceannualcodclosure;nbtrip
-0.606525035462141;simu5;sceannualcodclosure;nbtrip
-0.610939291984408;simu6;sceannualcodclosure;nbtrip
-0.997675162169628;simu7;sceannualcodclosure;nbtrip
-0.792571605025216;simu8;sceannualcodclosure;nbtrip
-0.901018117945554;simu9;sceannualcodclosure;nbtrip
-0.830359370423807;simu10;sceannualcodclosure;nbtrip
-1.70927193258353;simu1;scequartercodclosure;nbtrip
-1.617059133048;simu2;scequartercodclosure;nbtrip
-1.44857530529173;simu3;scequartercodclosure;nbtrip
-1.22350209161888;simu4;scequartercodclosure;nbtrip
-1.39402931537671;simu5;scequartercodclosure;nbtrip
-1.23709771223889;simu6;scequartercodclosure;nbtrip
-1.46535232944414;simu7;scequartercodclosure;nbtrip
-1.71678702414553;simu8;scequartercodclosure;nbtrip
-1.49735983259062;simu9;scequartercodclosure;nbtrip
-1.52892427513044;simu10;scequartercodclosure;nbtrip
0.12399687323132;simu1;scebaseline;av_bwtrip
-0.0234335637566261;simu2;scebaseline;av_bwtrip
-0.272164175928594;simu3;scebaseline;av_bwtrip
0.0609086329830006;simu4;scebaseline;av_bwtrip
-0.528445926225373;simu5;scebaseline;av_bwtrip
-0.596888858651837;simu6;scebaseline;av_bwtrip
0.0287850170808071;simu7;scebaseline;av_bwtrip
0.352433492581497;simu8;scebaseline;av_bwtrip
-0.197120523841178;simu9;scebaseline;av_bwtrip
0.236543098106637;simu10;scebaseline;av_bwtrip
-0.0379148045503968;simu1;sceavchokpszpectra;av_bwtrip
0.111621604744045;simu2;sceavchokpszpectra;av_bwtrip
0.0616202086122257;simu3;sceavchokpszpectra;av_bwtrip
0.374420815498723;simu4;sceavchokpszpectra;av_bwtrip
-0.217452007736014;simu5;sceavchokpszpectra;av_bwtrip
-0.251417614677436;simu6;sceavchokpszpectra;av_bwtrip
0.210449326105007;simu7;sceavchokpszpectra;av_bwtrip
0.166982439263293;simu8;sceavchokpszpectra;av_bwtrip
0.177687671917369;simu9;sceavchokpszpectra;av_bwtrip
-0.0547430922988639;simu10;sceavchokpszpectra;av_bwtrip
8269.88176323676;simu1;scesizespectrastopifchok;av_bwtrip
5598.45467808553;simu2;scesizespectrastopifchok;av_bwtrip
4503.47226915336;simu3;scesizespectrastopifchok;av_bwtrip
7720.98977285565;simu4;scesizespectrastopifchok;av_bwtrip
8376.41138498807;simu5;scesizespectrastopifchok;av_bwtrip
11044.1038253907;simu6;scesizespectrastopifchok;av_bwtrip
4618.16829900458;simu7;scesizespectrastopifchok;av_bwtrip
7947.68742690941;simu8;scesizespectrastopifchok;av_bwtrip
7168.34401484236;simu9;scesizespectrastopifchok;av_bwtrip
7196.92338509795;simu10;scesizespectrastopifchok;av_bwtrip
7392.54135713307;simu1;sceavchokpszpctrastopifchok;av_bwtrip
4869.78748158216;simu2;sceavchokpszpctrastopifchok;av_bwtrip
4759.68924935178;simu3;sceavchokpszpctrastopifchok;av_bwtrip
5549.63822568939;simu4;sceavchokpszpctrastopifchok;av_bwtrip
3698.32179876833;simu5;sceavchokpszpctrastopifchok;av_bwtrip
4016.35786066992;simu6;sceavchokpszpctrastopifchok;av_bwtrip
4696.58478059893;simu7;sceavchokpszpctrastopifchok;av_bwtrip
7202.87878229313;simu8;sceavchokpszpctrastopifchok;av_bwtrip
8249.00334129088;simu9;sceavchokpszpctrastopifchok;av_bwtrip
5313.80124360735;simu10;sceavchokpszpctrastopifchok;av_bwtrip
0.0848909765749823;simu1;sceavhtariffspszpctratariffs;av_bwtrip
-0.314668961391021;simu2;sceavhtariffspszpctratariffs;av_bwtrip
-0.544361798495757;simu3;sceavhtariffspszpctratariffs;av_bwtrip
-0.300047731129567;simu4;sceavhtariffspszpctratariffs;av_bwtrip
-0.637866607649471;simu5;sceavhtariffspszpctratariffs;av_bwtrip
-0.529262459376056;simu6;sceavhtariffspszpctratariffs;av_bwtrip
-0.280881087181456;simu7;sceavhtariffspszpctratariffs;av_bwtrip
-0.185241389819765;simu8;sceavhtariffspszpctratariffs;av_bwtrip
-0.0351839101175813;simu9;sceavhtariffspszpctratariffs;av_bwtrip
-0.329213700647429;simu10;sceavhtariffspszpctratariffs;av_bwtrip
-0.38945252121276;simu1;scetrgthtariffspszpctratariffs;av_bwtrip
-0.121340134539309;simu2;scetrgthtariffspszpctratariffs;av_bwtrip
-1.47085247489889;simu3;scetrgthtariffspszpctratariffs;av_bwtrip
-0.493126281110563;simu4;scetrgthtariffspszpctratariffs;av_bwtrip
-2.01879583132784;simu5;scetrgthtariffspszpctratariffs;av_bwtrip
-2.04047039740566;simu6;scetrgthtariffspszpctratariffs;av_bwtrip
-0.192336473088602;simu7;scetrgthtariffspszpctratariffs;av_bwtrip
0.0456496261292472;simu8;scetrgthtariffspszpctratariffs;av_bwtrip
-0.375514288394314;simu9;scetrgthtariffspszpctratariffs;av_bwtrip
-0.189976354634652;simu10;scetrgthtariffspszpctratariffs;av_bwtrip
0.429290836304091;simu1;sceannualcodclosure;av_bwtrip
0.0850949461694768;simu2;sceannualcodclosure;av_bwtrip
-0.205077003474287;simu3;sceannualcodclosure;av_bwtrip
0.535594832855196;simu4;sceannualcodclosure;av_bwtrip
-0.0994540326233562;simu5;sceannualcodclosure;av_bwtrip
0.0635318848637638;simu6;sceannualcodclosure;av_bwtrip
0.581912195181999;simu7;sceannualcodclosure;av_bwtrip
0.222379393826273;simu8;sceannualcodclosure;av_bwtrip
0.492658941414021;simu9;sceannualcodclosure;av_bwtrip
0.238686309529186;simu10;sceannualcodclosure;av_bwtrip
0.803840821518321;simu1;scequartercodclosure;av_bwtrip
0.737038624125688;simu2;scequartercodclosure;av_bwtrip
0.472723313035232;simu3;scequartercodclosure;av_bwtrip
0.577786263536268;simu4;scequartercodclosure;av_bwtrip
0.591551056532865;simu5;scequartercodclosure;av_bwtrip
0.29598330643374;simu6;scequartercodclosure;av_bwtrip
0.639914289225203;simu7;scequartercodclosure;av_bwtrip
0.995307954326393;simu8;scequartercodclosure;av_bwtrip
0.571568099438551;simu9;scequartercodclosure;av_bwtrip
0.569142843179904;simu10;scequartercodclosure;av_bwtrip
0.0253389152025534;simu1;scebaseline;av_trip_duration
-0.530173550890794;simu2;scebaseline;av_trip_duration
-0.777198157111783;simu3;scebaseline;av_trip_duration
-1.05920880174574;simu4;scebaseline;av_trip_duration
-0.269820650792468;simu5;scebaseline;av_trip_duration
-0.110806309021541;simu6;scebaseline;av_trip_duration
-0.679716897366816;simu7;scebaseline;av_trip_duration
-0.00702024132259282;simu8;scebaseline;av_trip_duration
-0.272884583597957;simu9;scebaseline;av_trip_duration
-0.893311001419505;simu10;scebaseline;av_trip_duration
0.191655272207811;simu1;sceavchokpszpectra;av_trip_duration
0.0132452289775387;simu2;sceavchokpszpectra;av_trip_duration
0.0907516439265379;simu3;sceavchokpszpectra;av_trip_duration
-0.545326077002699;simu4;sceavchokpszpectra;av_trip_duration
-0.182288930174266;simu5;sceavchokpszpectra;av_trip_duration
0.00805502366556254;simu6;sceavchokpszpectra;av_trip_duration
0.111199905833374;simu7;sceavchokpszpectra;av_trip_duration
-0.0120491492859571;simu8;sceavchokpszpectra;av_trip_duration
0.0443201973520786;simu9;sceavchokpszpectra;av_trip_duration
-0.554927047827107;simu10;sceavchokpszpectra;av_trip_duration
-12.0751742378288;simu1;scesizespectrastopifchok;av_trip_duration
-11.8055943893106;simu2;scesizespectrastopifchok;av_trip_duration
-12.9926000102901;simu3;scesizespectrastopifchok;av_trip_duration
-13.049347634074;simu4;scesizespectrastopifchok;av_trip_duration
-12.5446617016216;simu5;scesizespectrastopifchok;av_trip_duration
-9.86912779187764;simu6;scesizespectrastopifchok;av_trip_duration
-13.022379268633;simu7;scesizespectrastopifchok;av_trip_duration
-11.4839886828029;simu8;scesizespectrastopifchok;av_trip_duration
-12.1334149216262;simu9;scesizespectrastopifchok;av_trip_duration
-12.6551206295751;simu10;scesizespectrastopifchok;av_trip_duration
-10.8761502227124;simu1;sceavchokpszpctrastopifchok;av_trip_duration
-14.4273166465871;simu2;sceavchokpszpctrastopifchok;av_trip_duration
-14.1045236958697;simu3;sceavchokpszpctrastopifchok;av_trip_duration
-11.9280231603073;simu4;sceavchokpszpctrastopifchok;av_trip_duration
-11.4847894221415;simu5;sceavchokpszpctrastopifchok;av_trip_duration
-14.7084033314065;simu6;sceavchokpszpctrastopifchok;av_trip_duration
-13.3408497066424;simu7;sceavchokpszpctrastopifchok;av_trip_duration
-9.70078179019265;simu8;sceavchokpszpctrastopifchok;av_trip_duration
-12.2493628368781;simu9;sceavchokpszpctrastopifchok;av_trip_duration
-13.480586173104;simu10;sceavchokpszpctrastopifchok;av_trip_duration
0.79008265298188;simu1;sceavhtariffspszpctratariffs;av_trip_duration
0.0581034614847198;simu2;sceavhtariffspszpctratariffs;av_trip_duration
0.553700445773543;simu3;sceavhtariffspszpctratariffs;av_trip_duration
0.303946037231668;simu4;sceavhtariffspszpctratariffs;av_trip_duration
0.837740405647125;simu5;sceavhtariffspszpctratariffs;av_trip_duration
-0.109722589144724;simu6;sceavhtariffspszpctratariffs;av_trip_duration
-0.256400022125788;simu7;sceavhtariffspszpctratariffs;av_trip_duration
-0.0334646614541896;simu8;sceavhtariffspszpctratariffs;av_trip_duration
0.107661127669019;simu9;sceavhtariffspszpctratariffs;av_trip_duration
-0.129669587609257;simu10;sceavhtariffspszpctratariffs;av_trip_duration
-5.82938991673994;simu1;scetrgthtariffspszpctratariffs;av_trip_duration
-5.58972478032446;simu2;scetrgthtariffspszpctratariffs;av_trip_duration
-6.8423606771932;simu3;scetrgthtariffspszpctratariffs;av_trip_duration
-7.10781695050102;simu4;scetrgthtariffspszpctratariffs;av_trip_duration
